Date,SKU,Name,Brand,Average Rating,Rating Count,Sponsored,Price,Sales Price,Express,Link,Discount
6-10-2024,ZB83DFD7A7A480B6A3D7AZ,Yoga Mats Anti-slip Sport Fitness Mat Blanket For Exercise Yoga And Pilates Gymnastics Mat Fitness Equipment 6mm…,Spall,4.0,1,N,37.0,27.38,Y,https://www.noon.com/uae-en/yoga-mats-anti-slip-sport-fitness-mat-blanket-for-exercise-yoga-and-pilates-gymnastics-mat-fitness-equipment-6mm/ZB83DFD7A7A480B6A3D7AZ/p/?o=zb83dfd7a7a480b6a3d7az-1,26% Off
6-10-2024,Z6F4C6B975B77B9D3D8E4Z,Yoga Socks for Women Non Slip Grips & Straps 3 Pairs Multicolor Dance Pilates Barre Barefoot Workout…,Generic,4.7,21,N,31.2,24.96,Y,https://www.noon.com/uae-en/yoga-socks-for-women-non-slip-grips-straps-3-pairs-multicolor-dance-pilates-barre-barefoot-workout/Z6F4C6B975B77B9D3D8E4Z/p/?o=z6f4c6b975b77b9d3d8e4z-1,20% Off
6-10-2024,Z116A05E46F94B2CEF7AEZ,"Word Horse Trainer, Yoga Stretching, Tension Stretching Aerial Yoga Rope, Lacing Belt, Crotch Opening Aid…",Arabest,5.0,1,N,36.0,36.0,Y,https://www.noon.com/uae-en/word-horse-trainer-yoga-stretching-tension-stretching-aerial-yoga-rope-lacing-belt-crotch-opening-aid/Z116A05E46F94B2CEF7AEZ/p/?o=z116a05e46f94b2cef7aez-1,0% off
6-10-2024,N16543648A,Yoga Fitness Exercise Ball With Air Pump 65cm…,Generic,4.4,581,N,39.15,39.15,Y,https://www.noon.com/uae-en/yoga-fitness-exercise-ball-with-air-pump-65cm/N16543648A/p/?o=f2e26fb1dc4ee19f,0% off
6-10-2024,N37816362A,Breathable Yoga Mat Mesh Bag 11.8x27.5inch…,Generic,3.5,79,N,33.0,33.0,Y,https://www.noon.com/uae-en/breathable-yoga-mat-mesh-bag-11-8x27-5inch/N37816362A/p/?o=a59e701361a07a7a,0% off
6-10-2024,N43426712A,Back Massager Stretcher 40x25x3cm…,Generic,3.7,99,N,14.0,6.859999999999999,Y,https://www.noon.com/uae-en/back-massager-stretcher-40x25x3cm/N43426712A/p/?o=fd12b7059f979fdd,51% Off
6-10-2024,N37380614A,11-Piece Yoga Resistance Belt With Bag 22x6x19.00cm…,LIXADA,4.3,107,N,23.0,16.56,Y,https://www.noon.com/uae-en/11-piece-yoga-resistance-belt-with-bag-22x6x19-00cm/N37380614A/p/?o=f47d3bca5f3b875e,28% Off
6-10-2024,ZA7C6CE649B2FAEA57A2BZ,"Yoga Stretching Strap,Leg Stretcher Strap, Stretching Equipment,Flexibility Trainer Backbend Assist Stretch Out Strap,Yoga Ballet Leg Stretching Exercise,Pilates Stretch Band…",GROIC,5.0,1,N,56.65,16.428500000000003,Y,https://www.noon.com/uae-en/yoga-stretching-strap-leg-stretcher-strap-stretching-equipment-flexibility-trainer-backbend-assist-stretch-out-strap-yoga-ballet-leg-stretching-exercise-pilates-stretch-band/ZA7C6CE649B2FAEA57A2BZ/p/?o=za7c6ce649b2faea57a2bz-1,71% Off
6-10-2024,N43426621A,Portable Retractable Stool Outdoor Safe Stable Folding 30x10x5cm…,Generic,3.9,33,N,32.0,32.0,Y,https://www.noon.com/uae-en/portable-retractable-stool-outdoor-safe-stable-folding-30x10x5cm/N43426621A/p/?o=e32cf2128f37083e,0% off
6-10-2024,ZC252AE4B171F6F4B24C7Z,Baby Style COOLBABY Pilates Multifunctional Yoga Bed.Pilates Core Bed.Fitness Equipment.Pilates Training Bed.Strength Adjustment.Solid Wood…,Cool,0,0,N,4311.0,3923.01,Y,https://www.noon.com/uae-en/coolbaby-pilates-multifunctional-yoga-bed-pilates-core-bed-fitness-equipment-pilates-training-bed-strength-adjustment-solid-wood/ZC252AE4B171F6F4B24C7Z/p/?o=zc252ae4b171f6f4b24c7z-1,9% Off
6-10-2024,N23818583A,Half-Toe Non Slip Yoga Socks…,Generic,4.3,313,N,9.4,7.99,Y,https://www.noon.com/uae-en/half-toe-non-slip-yoga-socks/N23818583A/p/?o=c6785facb56f98fc,15% Off
6-10-2024,ZBA3CE5FAF4C80894DF9CZ,"Roller Deep Tissue Massager, 360° 13 Wheel Massage Roller Fit for Neck Thigh Calf and Leg, High Density Trigger Point Leg Circulation Massager Myofascial Massage Tools Muscle Roller…",GROIC,4.2,4,N,51.95,13.507000000000001,Y,https://www.noon.com/uae-en/roller-deep-tissue-massager-360-13-wheel-massage-roller-fit-for-neck-thigh-calf-and-leg-high-density-trigger-point-leg-circulation-massager-myofascial-massage-tools-muscle-roller/ZBA3CE5FAF4C80894DF9CZ/p/?o=zba3ce5faf4c80894df9cz-1,74% Off
6-10-2024,ZCAFC184D73864AC47048Z,5Kg SandBell Sandbag Filled Exercise Pattern Workout Bag Use at Home Gym Equipment an Anywhere Sand Bag Kettlebell Ships Pre-Filled for Fitness…,GROIC,4.4,6,N,45.0,10.35,Y,https://www.noon.com/uae-en/5kg-sandbell-sandbag-filled-exercise-pattern-workout-bag-use-at-home-gym-equipment-an-anywhere-sand-bag-kettlebell-ships-pre-filled-for-fitness/ZCAFC184D73864AC47048Z/p/?o=bcbb5d70c1c86e0d,77% Off
6-10-2024,Z0D592BDDCB4B2213DC9CZ,"Foot Massage Roller Relieve Pain and Plantar Fasciitis for , Wrists Forearms Deep Tissue Trigger Point…",Generic,4.0,1,N,29.9,20.032999999999998,Y,https://www.noon.com/uae-en/foot-massage-roller-relieve-pain-and-plantar-fasciitis-for-wrists-forearms-deep-tissue-trigger-point/Z0D592BDDCB4B2213DC9CZ/p/?o=z0d592bddcb4b2213dc9cz-1,33% Off
6-10-2024,N36557338A,Exercise Resistance Loop Band 20x1x17cm…,Generic,4.4,56,N,14.0,14.0,Y,https://www.noon.com/uae-en/exercise-resistance-loop-band-20x1x17cm/N36557338A/p/?o=d3c5fbce951ee56c,0% off
6-10-2024,ZDB483D62227AFCDCAD2BZ,"Travel Yoga Mat, Non Slip Exercise Suede Mat with Carry Bag, All-Purpose Fitness Mat with High Density Anti-Tear Surface for Women, Ideal for Pilates Workout…",ShebSheb,3.6,6,N,69.9,69.9,Y,https://www.noon.com/uae-en/travel-yoga-mat-non-slip-exercise-suede-mat-with-carry-bag-all-purpose-fitness-mat-with-high-density-anti-tear-surface-for-women-ideal-for-pilates-workout/ZDB483D62227AFCDCAD2BZ/p/?o=cd3a3a68b782cc5f,0% off
6-10-2024,N42326497A,Adjustable Anti-Gravity Home Aerial Yoga Hammock Swing Trapeze Inversion Tool 250*150cm…,Generic,0,0,Y,182.0,63.699999999999996,Y,https://www.noon.com/uae-en/adjustable-anti-gravity-home-aerial-yoga-hammock-swing-trapeze-inversion-tool-250-150cm/N42326497A/p/?o=bb0af8063147934d,65% Off
6-10-2024,Z1FFBA90CF03B4E1CDF5CZ,"Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue)…",MahMir,3.1,3,Y,29.95,29.95,Y,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1,0% off
6-10-2024,Z6AA422C01041A12BF086Z,Extra Thick High Density Anti-Tear Exercise Yoga Mat…,Generic,5.0,2,Y,29.0,1.4500000000000013,Y,https://www.noon.com/uae-en/extra-thick-high-density-anti-tear-exercise-yoga-mat/Z6AA422C01041A12BF086Z/p/?o=z6aa422c01041a12bf086z-1,95% Off
6-10-2024,Z24E1B5B4FDE8BB5C6111Z,"8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Pink/Black Color…",Bernessi,4.8,49,N,69.9,30.057000000000006,Y,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,57% Off
6-10-2024,ZB6A26C6FF922D524ABBAZ,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners Black+Light Grey…,MahMir,5.0,11,N,47.45,37.96,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-black-light-grey/ZB6A26C6FF922D524ABBAZ/p/?o=zb6a26c6ff922d524abbaz-1,20% Off
6-10-2024,Z4309655FA88AC7B8A209Z,"Multicolor Anti-Slip Fitness Exercise Gym Yoga Mats - 4mm Thick, 61x173cm, for Indoor and Outdoor Use…",Generic,0,0,Y,34.3,19.894000000000002,Y,https://www.noon.com/uae-en/multicolor-anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-61x173cm-for-indoor-and-outdoor-use/Z4309655FA88AC7B8A209Z/p/?o=z4309655fa88ac7b8a209z-1,42% Off
6-10-2024,Z30868C98E61D2ABA2621Z,"Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink)…",MahMir,4.0,8,Y,29.95,29.95,Y,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1,0% off
6-10-2024,Z24E1B5B4FDE8BB5C6111Z,"8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Pink/Black Color…",Bernessi,4.8,49,Y,69.9,30.057000000000006,Y,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,57% Off
6-10-2024,N27330175A,World Anti-Slip Yoga Mat With Carry Strap…,Fitness,4.1,212,N,35.2,35.2,Y,https://www.noon.com/uae-en/anti-slip-yoga-mat-with-carry-strap/N27330175A/p/?o=f2f2a89d50d79c1a,0% off
6-10-2024,Z5B557BA405F39E1C40DEZ,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners (Pink + Light Grey)…,MahMir,4.6,18,N,49.95,35.964,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-pink-light-grey/Z5B557BA405F39E1C40DEZ/p/?o=z5b557ba405f39e1c40dez-1,28% Off
6-10-2024,Z230C9460E2B3F2772EA3Z,"3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with Straps, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Purple+Black+Grey, Fit Size 36-42)…",YooA,0,0,N,33.8,22.983999999999995,Y,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-straps-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-purple-black-grey-fit-size-36-42/Z230C9460E2B3F2772EA3Z/p/?o=z230c9460e2b3f2772ea3z-1,32% Off
6-10-2024,Z4DDA125062C7766547DDZ,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners ( Purple + Pink)…,MahMir,4.4,21,N,49.95,35.964,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-purple-pink/Z4DDA125062C7766547DDZ/p/?o=z4dda125062c7766547ddz-1,28% Off
6-10-2024,Z83C8A1AAB21D372A0063Z,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners (Dark Grey + Black)…,MahMir,4.5,28,N,49.95,35.964,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-dark-grey-black/Z83C8A1AAB21D372A0063Z/p/?o=z83c8a1aab21d372a0063z-1,28% Off
6-10-2024,Z184FBC1B30D0C5DACA2DZ,Stretch Strap with Exercise Guide Versatile Multi-Loop Perfect for Yoga Pilates and Physical Therapy Portable Helps Improve Flexibility…,ORiTi,4.6,2,Y,28.0,28.0,Y,https://www.noon.com/uae-en/stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility/Z184FBC1B30D0C5DACA2DZ/p/?o=z184fbc1b30d0c5daca2dz-1,0% off
6-10-2024,Z603FF8FD1BFB572D8D9FZ,"Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio…",URbazaar,0,0,Y,54.9,50.508,Y,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,8% Off
6-10-2024,ZECB29782C8C4BD506B8EZ,"MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials - Beige…",MELA,0,0,N,79.9,54.332,Y,https://www.noon.com/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-beige/ZECB29782C8C4BD506B8EZ/p/?o=zecb29782c8c4bd506b8ez-1,32% Off
6-10-2024,Z5BB144BA6576302F7275Z,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners (Green + Black)…,MahMir,4.8,7,N,49.95,35.964,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-green-black/Z5BB144BA6576302F7275Z/p/?o=z5bb144ba6576302f7275z-1,28% Off
6-10-2024,N20034889A,Anti-Tear Exercise Mat With Carrying Strap…,Generic,4.3,1.5K,N,35.2,5.280000000000001,Y,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap/N20034889A/p/?o=f2d873be1dd8236b,85% Off
6-10-2024,Z64EE8D8F808FF4902AEDZ,"Mahmir EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Black)…",MahMir,2.9,10,N,26.7,24.03,Y,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-black/Z64EE8D8F808FF4902AEDZ/p/?o=b582689b37574c0f,10% Off
6-10-2024,N21462369A,Yoga Blocks 2 Pack Eva Foam Yoga Exercise Bricks 3X9X5inch…,MoKo,4.6,13,N,23.0,23.0,Y,https://www.noon.com/uae-en/yoga-blocks-2-pack-eva-foam-yoga-exercise-bricks-3x9x5inch/N21462369A/p/?o=ff2eb3323e48878e,0% off
6-10-2024,Z3859B43C495F32F447DCZ,"Yoga Mat Non Slip,Yoga Mat with Strap Included 10mm Thick Exercise Mat Yoga and Many Other Home Workouts…",Spall,4.8,4,N,35.0,15.399999999999999,Y,https://www.noon.com/uae-en/yoga-mat-non-slip-yoga-mat-with-strap-included-10mm-thick-exercise-mat-yoga-and-many-other-home-workouts/Z3859B43C495F32F447DCZ/p/?o=z3859b43c495f32f447dcz-1,56% Off
6-10-2024,Z4247101839A17521A8B9Z,"Yoga Mat Non Slip,Yoga Mat with Strap Included 10mm Thick Exercise Mat Yoga and Many Other Home Workouts…",Spall,5.0,2,N,35.0,15.399999999999999,Y,https://www.noon.com/uae-en/yoga-mat-non-slip-yoga-mat-with-strap-included-10mm-thick-exercise-mat-yoga-and-many-other-home-workouts/Z4247101839A17521A8B9Z/p/?o=z4247101839a17521a8b9z-1,56% Off
6-10-2024,ZE5D98E2FD55A24417BE7Z,Anti Slip Fitness Exercise Gym Yoga Mats 4mm Thick For indoor And Outdoor 61x173cm…,Toshionics,0,0,Y,31.25,16.5625,Y,https://www.noon.com/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-for-indoor-and-outdoor-61x173cm/ZE5D98E2FD55A24417BE7Z/p/?o=ze5d98e2fd55a24417be7z-1,47% Off
6-10-2024,Z5556A4895CC44B536812Z,"Anti-Slip Fitness Exercise Gym Yoga Mats - 4mm Thick, 61x173cm, for Indoor and Outdoor Use…",Generic,0,0,Y,37.55,23.656499999999998,Y,https://www.noon.com/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-61x173cm-for-indoor-and-outdoor-use/Z5556A4895CC44B536812Z/p/?o=z5556a4895cc44b536812z-1,37% Off
6-10-2024,ZFF6D1886AAD421874DF1Z,Anti Slip Fitness Exercise Gym Yoga Mats 4mm Thick For indoor And Outdoor 61x173cm Multicolor…,Toshionics,3.7,3,Y,31.75,16.8275,Y,https://www.noon.com/uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-for-indoor-and-outdoor-61x173cm-multicolor/ZFF6D1886AAD421874DF1Z/p/?o=zff6d1886aad421874df1z-1,47% Off
6-10-2024,N16529624A,heart Yoga Ball With Air Pump - 85 cm 85cm…,body,4.3,61,N,31.55,24.924500000000002,Y,https://www.noon.com/uae-en/yoga-ball-with-air-pump-85-cm-85cm/N16529624A/p/?o=c7ada602455ed8ab,21% Off
6-10-2024,Z1FFBA90CF03B4E1CDF5CZ,"Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue)…",MahMir,3.1,3,N,29.95,29.95,Y,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=f1e97d654c981d3c,0% off
6-10-2024,Z182933F3500879193E71Z,"6 Pack Puzzle Exercise Floor Mat, EVA Foam Mats with Interlocking Floor Tiles, 12'' x 12'' Foam Gym Mat, Protective Flooring Mats Interlocking for Home and Gym Equipment…",GROIC,2.8,3,N,52.3,14.121,Y,https://www.noon.com/uae-en/6-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment/Z182933F3500879193E71Z/p/?o=z182933f3500879193e71z-1,73% Off
6-10-2024,N16718794A,Anti Skid Yoga Mat…,Emfil,4.5,381,N,27.0,22.68,Y,https://www.noon.com/uae-en/anti-skid-yoga-mat/N16718794A/p/?o=a573f487ed6990be,16% Off
6-10-2024,N16718791A,Hanson Yoga Mat With Carry Strap…,Pro,4.4,508,N,26.75,20.5975,Y,https://www.noon.com/uae-en/yoga-mat-with-carry-strap/N16718791A/p/?o=c39533fe7cc97c2c,23% Off
6-10-2024,N16529622A,heart Yoga Ball With Air Pump - 75 cm 75cm…,body,4.3,156,N,37.85,37.85,Y,https://www.noon.com/uae-en/yoga-ball-with-air-pump-75-cm-75cm/N16529622A/p/?o=d15b61db501d74ba,0% off
6-10-2024,Z0BBD9C7C83B7E8DF4FD6Z,"FITNESS Microfiber Gym Towel - Face Towel, Yoga Towel - Quick Dry & High Absorbent Sweat Towel For Gym Exercises and Outdoor - Thick 400Gsm - 75x35cm-Grey…",RIGID,4.4,19,N,45.75,45.75,Y,https://www.noon.com/uae-en/microfiber-gym-towel-face-towel-yoga-towel-quick-dry-high-absorbent-sweat-towel-for-gym-exercises-and-outdoor-thick-400gsm-75x35cm-grey/Z0BBD9C7C83B7E8DF4FD6Z/p/?o=f433e986d29277cf,0% off
6-10-2024,Z28459E600CA113B6F24FZ,"3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with Straps, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Pink+Black+Grey, Fit Size 36-42)…",YooA,0,0,N,33.8,22.983999999999995,Y,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-straps-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-pink-black-grey-fit-size-36-42/Z28459E600CA113B6F24FZ/p/?o=z28459e600ca113b6f24fz-1,32% Off
6-10-2024,Z6FC94A5DBD1A7D980F19Z,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners (Dark Blue + Light Blue)…,MahMir,4.5,24,N,49.0,34.79,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-dark-blue-light-blue/Z6FC94A5DBD1A7D980F19Z/p/?o=z6fc94a5dbd1a7d980f19z-1,29% Off
6-10-2024,Z691A3B8C08D72CA569ECZ,"FITNESS Gym Cooling Towels (3-Pack) - Ice-Sensation Sweat Towel, Quick-Dry Microfiber Cloth for Exercise, Yoga, Running & More - High-Absorbency Cooling Towels for Intense Workouts (100x30cm)…",RIGID,4.5,7,N,49.75,45.77,Y,https://www.noon.com/uae-en/gym-cooling-towels-3-pack-ice-sensation-sweat-towel-quick-dry-microfiber-cloth-for-exercise-yoga-running-more-high-absorbency-cooling-towels-for-intense-workouts-100x30cm/Z691A3B8C08D72CA569ECZ/p/?o=cd92098fa513df5b,8% Off
6-10-2024,N16273426A,Rocket Abdominal Trainer Wheel Roller With Knee Mat…,Ab,4.3,357,N,24.0,24.0,Y,https://www.noon.com/uae-en/abdominal-trainer-wheel-roller-with-knee-mat/N16273426A/p/?o=f35bc3ad327d85ab,0% off
6-10-2024,ZA3EF4D0BF060CAC7F4CDZ,"Yoga Mat Non Slip,Yoga Mat with Strap Included 10mm Thick Exercise Mat Yoga and Many Other Home Workouts…",Spall,5.0,1,N,35.0,15.399999999999999,Y,https://www.noon.com/uae-en/yoga-mat-non-slip-yoga-mat-with-strap-included-10mm-thick-exercise-mat-yoga-and-many-other-home-workouts/ZA3EF4D0BF060CAC7F4CDZ/p/?o=za3ef4d0bf060cac7f4cdz-1,56% Off
6-10-2024,ZCA0E13269DA7F7B4F851Z,6Mm Chakra Yoga Mat…,Gaiam,0,0,N,84.0,29.4,Y,https://www.noon.com/uae-en/6mm-chakra-yoga-mat/ZCA0E13269DA7F7B4F851Z/p/?o=zca0e13269da7f7b4f851z-1,65% Off
6-10-2024,Z1DD80AB6D2A71FB6BD5EZ,6Mm Premium Metallic Medallion Yoga Mat…,Gaiam,5.0,1,N,70.0,24.5,Y,https://www.noon.com/uae-en/6mm-premium-metallic-medallion-yoga-mat/Z1DD80AB6D2A71FB6BD5EZ/p/?o=z1dd80ab6d2a71fb6bd5ez-1,65% Off
6-10-2024,N39265708A,5-In-1 Fitness Foam Roller Set 50cm…,SKY-TOUCH,4.8,32,N,64.5,64.5,Y,https://www.noon.com/uae-en/5-in-1-fitness-foam-roller-set-50cm/N39265708A/p/?o=a0325ea104099c8d,0% off
6-10-2024,ZA1B269ACFAC7EFA4C86AZ,"3-Pair Non-slip Yoga Socks, Cotton Pilates Socks with 3D Silicone Particles, Breathable&Moisture-wicking&Machine-washable, Ideal for Yoga/Pilates/Ballet/Dance/Workout (Pink+Black+Grey, Fit Size 36-42)…",YooA,0,0,N,42.8,30.815999999999995,Y,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-3d-silicone-particles-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-pink-black-grey-fit-size-36-42/ZA1B269ACFAC7EFA4C86AZ/p/?o=za1b269acfac7efa4c86az-1,28% Off
6-10-2024,N16273364A,Yoga Mat Blue 62.6cm…,Emfil,4.5,358,N,29.5,21.83,Y,https://www.noon.com/uae-en/yoga-mat-blue-62-6cm/N16273364A/p/?o=c80f118bb2e7dccd,26% Off
6-10-2024,ZBCE778416BAE21D1E4CCZ,Set of 2 Yoga Blocks EVA Foam High Density Non Slip Yoga Bricks For Meditation Balance Exercise…,WENBO,5.0,1,Y,39.0,39.0,Y,https://www.noon.com/uae-en/set-of-2-yoga-blocks-eva-foam-high-density-non-slip-yoga-bricks-for-meditation-balance-exercise/ZBCE778416BAE21D1E4CCZ/p/?o=zbce778416bae21d1e4ccz-1,0% off
6-10-2024,Z8171D9598AFA21212858Z,"Multipurpose Gym Duffel Bag,Portable Luggage Handbag,Wet and Dry Separation,Shoes Compartment,Crossbody Bag for Women Yoga Sports Travel,Peach Pink…",TNGames,0,0,Y,46.0,46.0,Y,https://www.noon.com/uae-en/multipurpose-gym-duffel-bag-portable-luggage-handbag-wet-and-dry-separation-shoes-compartment-crossbody-bag-for-women-yoga-sports-travel-peach-pink/Z8171D9598AFA21212858Z/p/?o=z8171d9598afa21212858z-1,0% off
6-10-2024,ZFC4F2BC1E9DC7B33305BZ,"Qiccijoo Ankle Weights Set 1 Pair 4kg(8.8lb) Workout Ankle Weights for Women or Men Wrist Leg Weights for Fitness,Running,Walking,2*2kg(4.4lb) - Blue…",Qiccijoo,0,0,Y,89.0,89.0,Y,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1,0% off
6-10-2024,Z30868C98E61D2ABA2621Z,"Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink)…",MahMir,4.0,8,N,29.95,29.95,Y,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=f86054bcf9ab9e2f,0% off
